task,graph,graph_adj,graph_nl,nodes,num_nodes,num_edges,directed,question,answer,steps,n1,n2,id
bipartite,"[(<0>, <7>), (<0>, <10>), (<0>, <12>), (<1>, <4>), (<1>, <5>), (<1>, <13>), (<1>, <14>), (<2>, <5>), (<2>, <6>), (<2>, <8>), (<3>, <9>), (<3>, <10>), (<3>, <11>), (<3>, <13>)]","{<0>: [<7>, <10>, <12>],
<1>: [<4>, <5>, <13>, <14>],
<2>: [<5>, <6>, <8>],
<3>: [<9>, <10>, <11>, <13>],
<4>: [<1>],
<5>: [<1>, <2>],
<6>: [<2>],
<7>: [<0>],
<8>: [<2>],
<9>: [<3>],
<10>: [<0>, <3>],
<11>: [<3>],
<12>: [<0>],
<13>: [<1>, <3>],
<14>: [<1>]}","Node <0> is connected to nodes <7>, <10>, <12>.
Node <1> is connected to nodes <4>, <5>, <13>, <14>.
Node <2> is connected to nodes <5>, <6>, <8>.
Node <3> is connected to nodes <9>, <10>, <11>, <13>.
Node <4> is connected to node <1>.
Node <5> is connected to nodes <1>, <2>.
Node <6> is connected to node <2>.
Node <7> is connected to node <0>.
Node <8> is connected to node <2>.
Node <9> is connected to node <3>.
Node <10> is connected to nodes <0>, <3>.
Node <11> is connected to node <3>.
Node <12> is connected to node <0>.
Node <13> is connected to nodes <1>, <3>.
Node <14> is connected to node <1>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>, <10>, <11>, <12>, <13>, <14>]",15,14,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3>.
Nodes set 2 contains: <4> <5> <6> <7> <8> <9> <10> <11> <12> <13> <14>.","[(<0>, <7>), (<1>, <4>), (<2>, <5>), (<3>, <9>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<7>: <0>}.
Search from node <1>. Updated matching: {<7>: <0>, <4>: <1>}.
Search from node <2>. Updated matching: {<7>: <0>, <4>: <1>, <5>: <2>}.
Search from node <3>. Updated matching: {<7>: <0>, <4>: <1>, <5>: <2>, <9>: <3>}.
So the maximum matching is ",4,11,61
bipartite,"[(<0>, <6>), (<0>, <10>), (<0>, <11>), (<0>, <12>), (<1>, <11>), (<2>, <9>), (<3>, <5>), (<3>, <8>), (<3>, <10>), (<3>, <12>), (<4>, <7>), (<4>, <9>), (<4>, <12>)]","{<0>: [<6>, <10>, <11>, <12>],
<1>: [<11>],
<2>: [<9>],
<3>: [<5>, <8>, <10>, <12>],
<4>: [<7>, <9>, <12>],
<5>: [<3>],
<6>: [<0>],
<7>: [<4>],
<8>: [<3>],
<9>: [<2>, <4>],
<10>: [<0>, <3>],
<11>: [<0>, <1>],
<12>: [<0>, <3>, <4>]}","Node <0> is connected to nodes <6>, <10>, <11>, <12>.
Node <1> is connected to node <11>.
Node <2> is connected to node <9>.
Node <3> is connected to nodes <5>, <8>, <10>, <12>.
Node <4> is connected to nodes <7>, <9>, <12>.
Node <5> is connected to node <3>.
Node <6> is connected to node <0>.
Node <7> is connected to node <4>.
Node <8> is connected to node <3>.
Node <9> is connected to nodes <2>, <4>.
Node <10> is connected to nodes <0>, <3>.
Node <11> is connected to nodes <0>, <1>.
Node <12> is connected to nodes <0>, <3>, <4>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>, <10>, <11>, <12>]",13,13,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3> <4>.
Nodes set 2 contains: <5> <6> <7> <8> <9> <10> <11> <12>.","[(<0>, <6>), (<1>, <11>), (<2>, <9>), (<3>, <5>), (<4>, <7>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<6>: <0>}.
Search from node <1>. Updated matching: {<6>: <0>, <11>: <1>}.
Search from node <2>. Updated matching: {<6>: <0>, <11>: <1>, <9>: <2>}.
Search from node <3>. Updated matching: {<6>: <0>, <11>: <1>, <9>: <2>, <5>: <3>}.
Search from node <4>. Updated matching: {<6>: <0>, <11>: <1>, <9>: <2>, <5>: <3>, <7>: <4>}.
So the maximum matching is ",5,8,62
bipartite,"[(<0>, <8>), (<0>, <9>), (<0>, <10>), (<0>, <11>), (<1>, <11>), (<1>, <13>), (<2>, <6>), (<2>, <9>), (<2>, <11>), (<3>, <12>), (<4>, <6>), (<4>, <7>), (<4>, <9>), (<4>, <12>), (<4>, <13>), (<5>, <6>), (<5>, <7>), (<5>, <9>)]","{<0>: [<8>, <9>, <10>, <11>],
<1>: [<11>, <13>],
<2>: [<6>, <9>, <11>],
<3>: [<12>],
<4>: [<6>, <7>, <9>, <12>, <13>],
<5>: [<6>, <7>, <9>],
<6>: [<2>, <4>, <5>],
<7>: [<4>, <5>],
<8>: [<0>],
<9>: [<0>, <2>, <4>, <5>],
<10>: [<0>],
<11>: [<0>, <1>, <2>],
<12>: [<3>, <4>],
<13>: [<1>, <4>]}","Node <0> is connected to nodes <8>, <9>, <10>, <11>.
Node <1> is connected to nodes <11>, <13>.
Node <2> is connected to nodes <6>, <9>, <11>.
Node <3> is connected to node <12>.
Node <4> is connected to nodes <6>, <7>, <9>, <12>, <13>.
Node <5> is connected to nodes <6>, <7>, <9>.
Node <6> is connected to nodes <2>, <4>, <5>.
Node <7> is connected to nodes <4>, <5>.
Node <8> is connected to node <0>.
Node <9> is connected to nodes <0>, <2>, <4>, <5>.
Node <10> is connected to node <0>.
Node <11> is connected to nodes <0>, <1>, <2>.
Node <12> is connected to nodes <3>, <4>.
Node <13> is connected to nodes <1>, <4>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>, <10>, <11>, <12>, <13>]",14,18,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3> <4> <5>.
Nodes set 2 contains: <6> <7> <8> <9> <10> <11> <12> <13>.","[(<0>, <8>), (<1>, <11>), (<2>, <9>), (<3>, <12>), (<4>, <7>), (<5>, <6>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<8>: <0>}.
Search from node <1>. Updated matching: {<8>: <0>, <11>: <1>}.
Search from node <2>. Updated matching: {<8>: <0>, <11>: <1>, <6>: <2>}.
Search from node <3>. Updated matching: {<8>: <0>, <11>: <1>, <6>: <2>, <12>: <3>}.
Search from node <4>. Updated matching: {<8>: <0>, <11>: <1>, <6>: <4>, <12>: <3>, <9>: <2>}.
Search from node <5>. Updated matching: {<8>: <0>, <11>: <1>, <6>: <5>, <12>: <3>, <9>: <2>, <7>: <4>}.
So the maximum matching is ",6,8,63
bipartite,"[(<0>, <8>), (<0>, <10>), (<1>, <5>), (<1>, <8>), (<1>, <10>), (<2>, <10>), (<3>, <6>), (<3>, <9>), (<3>, <10>), (<3>, <11>), (<4>, <7>), (<4>, <9>)]","{<0>: [<8>, <10>],
<1>: [<5>, <8>, <10>],
<2>: [<10>],
<3>: [<6>, <9>, <10>, <11>],
<4>: [<7>, <9>],
<5>: [<1>],
<6>: [<3>],
<7>: [<4>],
<8>: [<0>, <1>],
<9>: [<3>, <4>],
<10>: [<0>, <1>, <2>, <3>],
<11>: [<3>]}","Node <0> is connected to nodes <8>, <10>.
Node <1> is connected to nodes <5>, <8>, <10>.
Node <2> is connected to node <10>.
Node <3> is connected to nodes <6>, <9>, <10>, <11>.
Node <4> is connected to nodes <7>, <9>.
Node <5> is connected to node <1>.
Node <6> is connected to node <3>.
Node <7> is connected to node <4>.
Node <8> is connected to nodes <0>, <1>.
Node <9> is connected to nodes <3>, <4>.
Node <10> is connected to nodes <0>, <1>, <2>, <3>.
Node <11> is connected to node <3>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>, <10>, <11>]",12,12,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3> <4>.
Nodes set 2 contains: <5> <6> <7> <8> <9> <10> <11>.","[(<0>, <8>), (<1>, <5>), (<2>, <10>), (<3>, <6>), (<4>, <7>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<8>: <0>}.
Search from node <1>. Updated matching: {<8>: <0>, <5>: <1>}.
Search from node <2>. Updated matching: {<8>: <0>, <5>: <1>, <10>: <2>}.
Search from node <3>. Updated matching: {<8>: <0>, <5>: <1>, <10>: <2>, <6>: <3>}.
Search from node <4>. Updated matching: {<8>: <0>, <5>: <1>, <10>: <2>, <6>: <3>, <7>: <4>}.
So the maximum matching is ",5,7,64
bipartite,"[(<0>, <5>), (<0>, <6>), (<0>, <7>), (<0>, <8>), (<0>, <9>), (<0>, <10>), (<1>, <5>), (<1>, <6>), (<2>, <5>), (<2>, <11>), (<3>, <5>), (<3>, <6>), (<3>, <10>), (<3>, <11>), (<4>, <8>), (<4>, <9>), (<4>, <11>)]","{<0>: [<5>, <6>, <7>, <8>, <9>, <10>],
<1>: [<5>, <6>],
<2>: [<5>, <11>],
<3>: [<5>, <6>, <10>, <11>],
<4>: [<8>, <9>, <11>],
<5>: [<0>, <1>, <2>, <3>],
<6>: [<0>, <1>, <3>],
<7>: [<0>],
<8>: [<0>, <4>],
<9>: [<0>, <4>],
<10>: [<0>, <3>],
<11>: [<2>, <3>, <4>]}","Node <0> is connected to nodes <5>, <6>, <7>, <8>, <9>, <10>.
Node <1> is connected to nodes <5>, <6>.
Node <2> is connected to nodes <5>, <11>.
Node <3> is connected to nodes <5>, <6>, <10>, <11>.
Node <4> is connected to nodes <8>, <9>, <11>.
Node <5> is connected to nodes <0>, <1>, <2>, <3>.
Node <6> is connected to nodes <0>, <1>, <3>.
Node <7> is connected to node <0>.
Node <8> is connected to nodes <0>, <4>.
Node <9> is connected to nodes <0>, <4>.
Node <10> is connected to nodes <0>, <3>.
Node <11> is connected to nodes <2>, <3>, <4>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>, <10>, <11>]",12,17,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3> <4>.
Nodes set 2 contains: <5> <6> <7> <8> <9> <10> <11>.","[(<0>, <7>), (<1>, <6>), (<2>, <11>), (<3>, <5>), (<4>, <8>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<5>: <0>}.
Search from node <1>. Updated matching: {<5>: <1>, <6>: <0>}.
Search from node <2>. Updated matching: {<5>: <2>, <6>: <1>, <7>: <0>}.
Search from node <3>. Updated matching: {<5>: <3>, <6>: <1>, <7>: <0>, <11>: <2>}.
Search from node <4>. Updated matching: {<5>: <3>, <6>: <1>, <7>: <0>, <11>: <2>, <8>: <4>}.
So the maximum matching is ",5,7,65
bipartite,"[(<0>, <9>), (<0>, <11>), (<1>, <5>), (<1>, <6>), (<1>, <9>), (<2>, <7>), (<2>, <8>), (<2>, <12>), (<2>, <13>), (<2>, <14>), (<3>, <5>), (<3>, <7>), (<3>, <10>), (<4>, <5>), (<4>, <11>), (<4>, <12>)]","{<0>: [<9>, <11>],
<1>: [<5>, <6>, <9>],
<2>: [<7>, <8>, <12>, <13>, <14>],
<3>: [<5>, <7>, <10>],
<4>: [<5>, <11>, <12>],
<5>: [<1>, <3>, <4>],
<6>: [<1>],
<7>: [<2>, <3>],
<8>: [<2>],
<9>: [<0>, <1>],
<10>: [<3>],
<11>: [<0>, <4>],
<12>: [<2>, <4>],
<13>: [<2>],
<14>: [<2>]}","Node <0> is connected to nodes <9>, <11>.
Node <1> is connected to nodes <5>, <6>, <9>.
Node <2> is connected to nodes <7>, <8>, <12>, <13>, <14>.
Node <3> is connected to nodes <5>, <7>, <10>.
Node <4> is connected to nodes <5>, <11>, <12>.
Node <5> is connected to nodes <1>, <3>, <4>.
Node <6> is connected to node <1>.
Node <7> is connected to nodes <2>, <3>.
Node <8> is connected to node <2>.
Node <9> is connected to nodes <0>, <1>.
Node <10> is connected to node <3>.
Node <11> is connected to nodes <0>, <4>.
Node <12> is connected to nodes <2>, <4>.
Node <13> is connected to node <2>.
Node <14> is connected to node <2>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>, <10>, <11>, <12>, <13>, <14>]",15,16,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3> <4>.
Nodes set 2 contains: <5> <6> <7> <8> <9> <10> <11> <12> <13> <14>.","[(<0>, <9>), (<1>, <6>), (<2>, <8>), (<3>, <7>), (<4>, <5>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<9>: <0>}.
Search from node <1>. Updated matching: {<9>: <0>, <5>: <1>}.
Search from node <2>. Updated matching: {<9>: <0>, <5>: <1>, <7>: <2>}.
Search from node <3>. Updated matching: {<9>: <0>, <5>: <3>, <7>: <2>, <6>: <1>}.
Search from node <4>. Updated matching: {<9>: <0>, <5>: <4>, <7>: <3>, <6>: <1>, <8>: <2>}.
So the maximum matching is ",5,10,66
bipartite,"[(<0>, <7>), (<0>, <9>), (<1>, <5>), (<1>, <7>), (<1>, <8>), (<2>, <7>), (<2>, <9>), (<3>, <4>), (<3>, <5>), (<3>, <6>), (<3>, <8>), (<3>, <9>)]","{<0>: [<7>, <9>],
<1>: [<5>, <7>, <8>],
<2>: [<7>, <9>],
<3>: [<4>, <5>, <6>, <8>, <9>],
<4>: [<3>],
<5>: [<1>, <3>],
<6>: [<3>],
<7>: [<0>, <1>, <2>],
<8>: [<1>, <3>],
<9>: [<0>, <2>, <3>]}","Node <0> is connected to nodes <7>, <9>.
Node <1> is connected to nodes <5>, <7>, <8>.
Node <2> is connected to nodes <7>, <9>.
Node <3> is connected to nodes <4>, <5>, <6>, <8>, <9>.
Node <4> is connected to node <3>.
Node <5> is connected to nodes <1>, <3>.
Node <6> is connected to node <3>.
Node <7> is connected to nodes <0>, <1>, <2>.
Node <8> is connected to nodes <1>, <3>.
Node <9> is connected to nodes <0>, <2>, <3>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>]",10,12,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3>.
Nodes set 2 contains: <4> <5> <6> <7> <8> <9>.","[(<0>, <9>), (<1>, <5>), (<2>, <7>), (<3>, <4>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<7>: <0>}.
Search from node <1>. Updated matching: {<7>: <0>, <5>: <1>}.
Search from node <2>. Updated matching: {<7>: <2>, <5>: <1>, <9>: <0>}.
Search from node <3>. Updated matching: {<7>: <2>, <5>: <1>, <9>: <0>, <4>: <3>}.
So the maximum matching is ",4,6,67
bipartite,"[(<0>, <4>), (<0>, <6>), (<1>, <4>), (<1>, <8>), (<2>, <4>), (<2>, <5>), (<2>, <8>), (<3>, <7>), (<3>, <8>)]","{<0>: [<4>, <6>],
<1>: [<4>, <8>],
<2>: [<4>, <5>, <8>],
<3>: [<7>, <8>],
<4>: [<0>, <1>, <2>],
<5>: [<2>],
<6>: [<0>],
<7>: [<3>],
<8>: [<1>, <2>, <3>]}","Node <0> is connected to nodes <4>, <6>.
Node <1> is connected to nodes <4>, <8>.
Node <2> is connected to nodes <4>, <5>, <8>.
Node <3> is connected to nodes <7>, <8>.
Node <4> is connected to nodes <0>, <1>, <2>.
Node <5> is connected to node <2>.
Node <6> is connected to node <0>.
Node <7> is connected to node <3>.
Node <8> is connected to nodes <1>, <2>, <3>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>]",9,9,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3>.
Nodes set 2 contains: <4> <5> <6> <7> <8>.","[(<0>, <6>), (<1>, <8>), (<2>, <4>), (<3>, <7>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<4>: <0>}.
Search from node <1>. Updated matching: {<4>: <1>, <6>: <0>}.
Search from node <2>. Updated matching: {<4>: <2>, <6>: <0>, <8>: <1>}.
Search from node <3>. Updated matching: {<4>: <2>, <6>: <0>, <8>: <1>, <7>: <3>}.
So the maximum matching is ",4,5,68
bipartite,"[(<0>, <3>), (<0>, <4>), (<0>, <5>), (<0>, <6>), (<0>, <7>), (<0>, <8>), (<1>, <4>), (<2>, <3>)]","{<0>: [<3>, <4>, <5>, <6>, <7>, <8>],
<1>: [<4>],
<2>: [<3>],
<3>: [<0>, <2>],
<4>: [<0>, <1>],
<5>: [<0>],
<6>: [<0>],
<7>: [<0>],
<8>: [<0>]}","Node <0> is connected to nodes <3>, <4>, <5>, <6>, <7>, <8>.
Node <1> is connected to node <4>.
Node <2> is connected to node <3>.
Node <3> is connected to nodes <0>, <2>.
Node <4> is connected to nodes <0>, <1>.
Node <5> is connected to node <0>.
Node <6> is connected to node <0>.
Node <7> is connected to node <0>.
Node <8> is connected to node <0>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>]",9,8,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2>.
Nodes set 2 contains: <3> <4> <5> <6> <7> <8>.","[(<0>, <5>), (<1>, <4>), (<2>, <3>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<3>: <0>}.
Search from node <1>. Updated matching: {<3>: <0>, <4>: <1>}.
Search from node <2>. Updated matching: {<3>: <2>, <4>: <1>, <5>: <0>}.
So the maximum matching is ",3,6,69
bipartite,"[(<0>, <4>), (<0>, <5>), (<0>, <7>), (<1>, <8>), (<1>, <9>), (<2>, <4>), (<2>, <6>), (<2>, <9>), (<3>, <5>), (<3>, <7>), (<3>, <8>)]","{<0>: [<4>, <5>, <7>],
<1>: [<8>, <9>],
<2>: [<4>, <6>, <9>],
<3>: [<5>, <7>, <8>],
<4>: [<0>, <2>],
<5>: [<0>, <3>],
<6>: [<2>],
<7>: [<0>, <3>],
<8>: [<1>, <3>],
<9>: [<1>, <2>]}","Node <0> is connected to nodes <4>, <5>, <7>.
Node <1> is connected to nodes <8>, <9>.
Node <2> is connected to nodes <4>, <6>, <9>.
Node <3> is connected to nodes <5>, <7>, <8>.
Node <4> is connected to nodes <0>, <2>.
Node <5> is connected to nodes <0>, <3>.
Node <6> is connected to node <2>.
Node <7> is connected to nodes <0>, <3>.
Node <8> is connected to nodes <1>, <3>.
Node <9> is connected to nodes <1>, <2>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>]",10,11,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3>.
Nodes set 2 contains: <4> <5> <6> <7> <8> <9>.","[(<0>, <4>), (<1>, <8>), (<2>, <6>), (<3>, <5>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<4>: <0>}.
Search from node <1>. Updated matching: {<4>: <0>, <8>: <1>}.
Search from node <2>. Updated matching: {<4>: <2>, <8>: <1>, <5>: <0>}.
Search from node <3>. Updated matching: {<4>: <0>, <8>: <1>, <5>: <3>, <6>: <2>}.
So the maximum matching is ",4,6,70
bipartite,"[(<0>, <6>), (<0>, <7>), (<1>, <5>), (<1>, <6>), (<2>, <5>), (<2>, <6>), (<2>, <7>), (<2>, <8>), (<3>, <4>), (<3>, <5>)]","{<0>: [<6>, <7>],
<1>: [<5>, <6>],
<2>: [<5>, <6>, <7>, <8>],
<3>: [<4>, <5>],
<4>: [<3>],
<5>: [<1>, <2>, <3>],
<6>: [<0>, <1>, <2>],
<7>: [<0>, <2>],
<8>: [<2>]}","Node <0> is connected to nodes <6>, <7>.
Node <1> is connected to nodes <5>, <6>.
Node <2> is connected to nodes <5>, <6>, <7>, <8>.
Node <3> is connected to nodes <4>, <5>.
Node <4> is connected to node <3>.
Node <5> is connected to nodes <1>, <2>, <3>.
Node <6> is connected to nodes <0>, <1>, <2>.
Node <7> is connected to nodes <0>, <2>.
Node <8> is connected to node <2>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>]",9,10,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3>.
Nodes set 2 contains: <4> <5> <6> <7> <8>.","[(<0>, <7>), (<1>, <6>), (<2>, <5>), (<3>, <4>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<6>: <0>}.
Search from node <1>. Updated matching: {<6>: <0>, <5>: <1>}.
Search from node <2>. Updated matching: {<6>: <1>, <5>: <2>, <7>: <0>}.
Search from node <3>. Updated matching: {<6>: <1>, <5>: <2>, <7>: <0>, <4>: <3>}.
So the maximum matching is ",4,5,71
bipartite,"[(<0>, <7>), (<0>, <10>), (<0>, <12>), (<1>, <6>), (<2>, <6>), (<2>, <7>), (<2>, <9>), (<2>, <10>), (<3>, <8>), (<3>, <9>), (<3>, <12>), (<4>, <5>), (<4>, <7>), (<4>, <10>), (<4>, <11>)]","{<0>: [<7>, <10>, <12>],
<1>: [<6>],
<2>: [<6>, <7>, <9>, <10>],
<3>: [<8>, <9>, <12>],
<4>: [<5>, <7>, <10>, <11>],
<5>: [<4>],
<6>: [<1>, <2>],
<7>: [<0>, <2>, <4>],
<8>: [<3>],
<9>: [<2>, <3>],
<10>: [<0>, <2>, <4>],
<11>: [<4>],
<12>: [<0>, <3>]}","Node <0> is connected to nodes <7>, <10>, <12>.
Node <1> is connected to node <6>.
Node <2> is connected to nodes <6>, <7>, <9>, <10>.
Node <3> is connected to nodes <8>, <9>, <12>.
Node <4> is connected to nodes <5>, <7>, <10>, <11>.
Node <5> is connected to node <4>.
Node <6> is connected to nodes <1>, <2>.
Node <7> is connected to nodes <0>, <2>, <4>.
Node <8> is connected to node <3>.
Node <9> is connected to nodes <2>, <3>.
Node <10> is connected to nodes <0>, <2>, <4>.
Node <11> is connected to node <4>.
Node <12> is connected to nodes <0>, <3>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>, <10>, <11>, <12>]",13,15,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3> <4>.
Nodes set 2 contains: <5> <6> <7> <8> <9> <10> <11> <12>.","[(<0>, <10>), (<1>, <6>), (<2>, <7>), (<3>, <8>), (<4>, <5>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<7>: <0>}.
Search from node <1>. Updated matching: {<7>: <0>, <6>: <1>}.
Search from node <2>. Updated matching: {<7>: <2>, <6>: <1>, <10>: <0>}.
Search from node <3>. Updated matching: {<7>: <2>, <6>: <1>, <10>: <0>, <8>: <3>}.
Search from node <4>. Updated matching: {<7>: <2>, <6>: <1>, <10>: <0>, <8>: <3>, <5>: <4>}.
So the maximum matching is ",5,8,72
bipartite,"[(<0>, <3>), (<0>, <6>), (<0>, <8>), (<0>, <9>), (<1>, <4>), (<1>, <6>), (<1>, <9>), (<2>, <3>), (<2>, <5>), (<2>, <6>), (<2>, <7>), (<2>, <8>)]","{<0>: [<3>, <6>, <8>, <9>],
<1>: [<4>, <6>, <9>],
<2>: [<3>, <5>, <6>, <7>, <8>],
<3>: [<0>, <2>],
<4>: [<1>],
<5>: [<2>],
<6>: [<0>, <1>, <2>],
<7>: [<2>],
<8>: [<0>, <2>],
<9>: [<0>, <1>]}","Node <0> is connected to nodes <3>, <6>, <8>, <9>.
Node <1> is connected to nodes <4>, <6>, <9>.
Node <2> is connected to nodes <3>, <5>, <6>, <7>, <8>.
Node <3> is connected to nodes <0>, <2>.
Node <4> is connected to node <1>.
Node <5> is connected to node <2>.
Node <6> is connected to nodes <0>, <1>, <2>.
Node <7> is connected to node <2>.
Node <8> is connected to nodes <0>, <2>.
Node <9> is connected to nodes <0>, <1>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>]",10,12,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2>.
Nodes set 2 contains: <3> <4> <5> <6> <7> <8> <9>.","[(<0>, <6>), (<1>, <4>), (<2>, <3>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<3>: <0>}.
Search from node <1>. Updated matching: {<3>: <0>, <4>: <1>}.
Search from node <2>. Updated matching: {<3>: <2>, <4>: <1>, <6>: <0>}.
So the maximum matching is ",3,7,73
bipartite,"[(<0>, <5>), (<0>, <9>), (<1>, <4>), (<1>, <6>), (<1>, <7>), (<2>, <4>), (<2>, <8>), (<3>, <4>), (<3>, <5>), (<3>, <7>)]","{<0>: [<5>, <9>],
<1>: [<4>, <6>, <7>],
<2>: [<4>, <8>],
<3>: [<4>, <5>, <7>],
<4>: [<1>, <2>, <3>],
<5>: [<0>, <3>],
<6>: [<1>],
<7>: [<1>, <3>],
<8>: [<2>],
<9>: [<0>]}","Node <0> is connected to nodes <5>, <9>.
Node <1> is connected to nodes <4>, <6>, <7>.
Node <2> is connected to nodes <4>, <8>.
Node <3> is connected to nodes <4>, <5>, <7>.
Node <4> is connected to nodes <1>, <2>, <3>.
Node <5> is connected to nodes <0>, <3>.
Node <6> is connected to node <1>.
Node <7> is connected to nodes <1>, <3>.
Node <8> is connected to node <2>.
Node <9> is connected to node <0>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>]",10,10,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3>.
Nodes set 2 contains: <4> <5> <6> <7> <8> <9>.","[(<0>, <5>), (<1>, <6>), (<2>, <8>), (<3>, <4>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<5>: <0>}.
Search from node <1>. Updated matching: {<5>: <0>, <4>: <1>}.
Search from node <2>. Updated matching: {<5>: <0>, <4>: <2>, <6>: <1>}.
Search from node <3>. Updated matching: {<5>: <0>, <4>: <3>, <6>: <1>, <8>: <2>}.
So the maximum matching is ",4,6,74
