task,graph,graph_adj,graph_nl,nodes,num_nodes,num_edges,directed,question,answer,id
hamiltonian_path,"[(11, 8), (11, 4), (11, 0), (11, 10), (11, 3), (11, 2), (8, 1), (8, 9), (8, 0), (8, 3), (4, 5), (4, 9), (4, 6), (0, 5), (0, 3), (0, 1), (0, 6), (10, 5), (10, 3), (10, 1), (10, 6), (3, 7), (3, 1), (2, 7), (2, 1), (2, 9), (1, 6), (9, 5), (7, 5), (7, 6)]","{11: [8, 4, 0, 10, 3, 2],
8: [11, 1, 9, 0, 3],
4: [11, 5, 9, 6],
0: [11, 8, 5, 3, 1, 6],
10: [11, 5, 3, 1, 6],
3: [11, 8, 7, 10, 0, 1],
2: [11, 7, 1, 9],
1: [8, 10, 3, 2, 0, 6],
9: [8, 5, 2, 4],
7: [5, 2, 6, 3],
5: [7, 4, 0, 10, 9],
6: [7, 10, 1, 0, 4]}","Node 11 is connected to nodes 8, 4, 0, 10, 3, 2.
Node 8 is connected to nodes 11, 1, 9, 0, 3.
Node 4 is connected to nodes 11, 5, 9, 6.
Node 0 is connected to nodes 11, 8, 5, 3, 1, 6.
Node 10 is connected to nodes 11, 5, 3, 1, 6.
Node 3 is connected to nodes 11, 8, 7, 10, 0, 1.
Node 2 is connected to nodes 11, 7, 1, 9.
Node 1 is connected to nodes 8, 10, 3, 2, 0, 6.
Node 9 is connected to nodes 8, 5, 2, 4.
Node 7 is connected to nodes 5, 2, 6, 3.
Node 5 is connected to nodes 7, 4, 0, 10, 9.
Node 6 is connected to nodes 7, 10, 1, 0, 4.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",12,30,False,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[10, 11, 3, 7, 2, 1, 0, 6, 4, 5, 9, 8]",65
hamiltonian_path,"[(4, 9), (9, 12), (9, 10), (9, 6), (12, 4), (12, 14), (12, 11), (12, 5), (10, 14), (10, 2), (10, 5), (6, 5), (6, 14), (3, 6), (3, 9), (3, 13), (13, 6), (5, 11), (14, 1), (14, 12), (14, 0), (14, 6), (14, 7), (8, 13), (8, 12), (1, 9), (1, 7), (0, 7), (7, 8), (7, 2), (11, 5), (11, 8), (11, 3), (11, 9), (2, 4), (2, 5), (2, 11)]","{4: [9],
9: [12, 10, 6],
12: [4, 14, 11, 5],
10: [14, 2, 5],
6: [5, 14],
3: [6, 9, 13],
13: [6],
5: [11],
14: [1, 12, 0, 6, 7],
8: [13, 12],
1: [9, 7],
0: [7],
7: [8, 2],
11: [5, 8, 3, 9],
2: [4, 5, 11]}","Node 4 is connected to node 9.
Node 9 is connected to nodes 12, 10, 6.
Node 12 is connected to nodes 4, 14, 11, 5.
Node 10 is connected to nodes 14, 2, 5.
Node 6 is connected to nodes 5, 14.
Node 3 is connected to nodes 6, 9, 13.
Node 13 is connected to node 6.
Node 5 is connected to node 11.
Node 14 is connected to nodes 1, 12, 0, 6, 7.
Node 8 is connected to nodes 13, 12.
Node 1 is connected to nodes 9, 7.
Node 0 is connected to node 7.
Node 7 is connected to nodes 8, 2.
Node 11 is connected to nodes 5, 8, 3, 9.
Node 2 is connected to nodes 4, 5, 11.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",15,37,True,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[0, 7, 8, 12, 4, 9, 10, 2, 5, 11, 3, 13, 6, 14, 1]",66
hamiltonian_path,"[(1, 6), (1, 0), (1, 5), (6, 4), (6, 3), (0, 3), (0, 7), (0, 5), (5, 7), (4, 3), (4, 2), (3, 7), (7, 2)]","{1: [6, 0, 5],
6: [1, 4, 3],
0: [1, 3, 7, 5],
5: [1, 7, 0],
4: [6, 3, 2],
3: [6, 7, 4, 0],
7: [3, 5, 0, 2],
2: [7, 4]}","Node 1 is connected to nodes 6, 0, 5.
Node 6 is connected to nodes 1, 4, 3.
Node 0 is connected to nodes 1, 3, 7, 5.
Node 5 is connected to nodes 1, 7, 0.
Node 4 is connected to nodes 6, 3, 2.
Node 3 is connected to nodes 6, 7, 4, 0.
Node 7 is connected to nodes 3, 5, 0, 2.
Node 2 is connected to nodes 7, 4.","[0, 1, 2, 3, 4, 5, 6, 7]",8,13,False,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[0, 5, 1, 6, 3, 4, 2, 7]",67
hamiltonian_path,"[(4, 7), (4, 8), (4, 1), (4, 2), (7, 5), (7, 0), (7, 8), (7, 6), (8, 9), (8, 2), (8, 0), (1, 5), (1, 9), (1, 0), (1, 6), (5, 9), (0, 3), (6, 3)]","{4: [7, 8, 1, 2],
7: [4, 5, 0, 8, 6],
8: [4, 7, 9, 2, 0],
1: [4, 5, 9, 0, 6],
2: [4, 8],
5: [7, 9, 1],
0: [7, 8, 3, 1],
6: [7, 3, 1],
9: [5, 8, 1],
3: [0, 6]}","Node 4 is connected to nodes 7, 8, 1, 2.
Node 7 is connected to nodes 4, 5, 0, 8, 6.
Node 8 is connected to nodes 4, 7, 9, 2, 0.
Node 1 is connected to nodes 4, 5, 9, 0, 6.
Node 2 is connected to nodes 4, 8.
Node 5 is connected to nodes 7, 9, 1.
Node 0 is connected to nodes 7, 8, 3, 1.
Node 6 is connected to nodes 7, 3, 1.
Node 9 is connected to nodes 5, 8, 1.
Node 3 is connected to nodes 0, 6.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",10,18,False,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[2, 4, 8, 9, 5, 1, 0, 7, 6, 3]",68
hamiltonian_path,"[(10, 12), (10, 7), (12, 8), (12, 2), (7, 3), (8, 6), (8, 0), (2, 8), (2, 0), (2, 5), (11, 10), (11, 9), (9, 1), (5, 13), (5, 4), (4, 11), (1, 12), (1, 6), (1, 13), (1, 8), (6, 2), (0, 5), (0, 10), (0, 13), (3, 5), (3, 2), (3, 7)]","{10: [12, 7],
12: [8, 2],
7: [3],
8: [6, 0],
2: [8, 0, 5],
11: [10, 9],
9: [1],
5: [13, 4],
13: [],
4: [11],
1: [12, 6, 13, 8],
6: [2],
0: [5, 10, 13],
3: [5, 2, 7]}","Node 10 is connected to nodes 12, 7.
Node 12 is connected to nodes 8, 2.
Node 7 is connected to node 3.
Node 8 is connected to nodes 6, 0.
Node 2 is connected to nodes 8, 0, 5.
Node 11 is connected to nodes 10, 9.
Node 9 is connected to node 1.
Node 5 is connected to nodes 13, 4.
Node 4 is connected to node 11.
Node 1 is connected to nodes 12, 6, 13, 8.
Node 6 is connected to node 2.
Node 0 is connected to nodes 5, 10, 13.
Node 3 is connected to nodes 5, 2, 7.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",14,27,True,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[10, 7, 3, 5, 4, 11, 9, 1, 12, 8, 6, 2, 0, 13]",69
hamiltonian_path,"[(6, 7), (6, 4), (7, 1), (4, 6), (1, 6), (1, 8), (1, 7), (5, 3), (5, 6), (5, 2), (3, 2), (2, 8), (2, 1), (8, 0), (0, 4)]","{6: [7, 4],
7: [1],
4: [6],
1: [6, 8, 7],
5: [3, 6, 2],
3: [2],
2: [8, 1],
8: [0],
0: [4]}","Node 6 is connected to nodes 7, 4.
Node 7 is connected to node 1.
Node 4 is connected to node 6.
Node 1 is connected to nodes 6, 8, 7.
Node 5 is connected to nodes 3, 6, 2.
Node 3 is connected to node 2.
Node 2 is connected to nodes 8, 1.
Node 8 is connected to node 0.
Node 0 is connected to node 4.","[0, 1, 2, 3, 4, 5, 6, 7, 8]",9,15,True,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[5, 3, 2, 8, 0, 4, 6, 7, 1]",70
hamiltonian_path,"[(10, 1), (10, 0), (10, 9), (1, 2), (0, 2), (0, 8), (0, 9), (0, 7), (9, 3), (9, 4), (9, 7), (2, 5), (8, 6), (7, 3), (3, 4)]","{10: [1, 0, 9],
1: [10, 2],
0: [10, 2, 8, 9, 7],
9: [10, 0, 3, 4, 7],
2: [1, 0, 5],
8: [0, 6],
7: [0, 3, 9],
5: [2],
3: [4, 9, 7],
4: [3, 9],
6: [8]}","Node 10 is connected to nodes 1, 0, 9.
Node 1 is connected to nodes 10, 2.
Node 0 is connected to nodes 10, 2, 8, 9, 7.
Node 9 is connected to nodes 10, 0, 3, 4, 7.
Node 2 is connected to nodes 1, 0, 5.
Node 8 is connected to nodes 0, 6.
Node 7 is connected to nodes 0, 3, 9.
Node 5 is connected to node 2.
Node 3 is connected to nodes 4, 9, 7.
Node 4 is connected to nodes 3, 9.
Node 6 is connected to node 8.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",11,15,False,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[6, 8, 0, 7, 3, 4, 9, 10, 1, 2, 5]",71
hamiltonian_path,"[(7, 8), (7, 3), (7, 9), (8, 9), (8, 5), (8, 3), (3, 1), (9, 6), (5, 10), (10, 0), (10, 11), (11, 2), (11, 4), (2, 6), (4, 1)]","{7: [8, 3, 9],
8: [7, 9, 5, 3],
3: [7, 8, 1],
9: [7, 8, 6],
5: [8, 10],
10: [0, 5, 11],
0: [10],
11: [10, 2, 4],
2: [6, 11],
6: [2, 9],
4: [11, 1],
1: [3, 4]}","Node 7 is connected to nodes 8, 3, 9.
Node 8 is connected to nodes 7, 9, 5, 3.
Node 3 is connected to nodes 7, 8, 1.
Node 9 is connected to nodes 7, 8, 6.
Node 5 is connected to nodes 8, 10.
Node 10 is connected to nodes 0, 5, 11.
Node 0 is connected to node 10.
Node 11 is connected to nodes 10, 2, 4.
Node 2 is connected to nodes 6, 11.
Node 6 is connected to nodes 2, 9.
Node 4 is connected to nodes 11, 1.
Node 1 is connected to nodes 3, 4.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",12,15,False,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[3, 1, 4, 11, 2, 6, 9, 7, 8, 5, 10, 0]",72
hamiltonian_path,"[(5, 3), (3, 4), (3, 7), (3, 10), (4, 9), (4, 3), (4, 0), (4, 11), (7, 5), (10, 12), (10, 8), (10, 9), (11, 2), (11, 4), (11, 9), (2, 10), (0, 2), (0, 4), (0, 8), (0, 11), (8, 9), (8, 6), (8, 10), (8, 7), (1, 8), (1, 2), (1, 11), (1, 6), (1, 4), (6, 10), (6, 2), (6, 8), (6, 12), (12, 9), (12, 3), (12, 0), (12, 8), (12, 1)]","{5: [3],
3: [4, 7, 10],
4: [9, 3, 0, 11],
7: [5],
10: [12, 8, 9],
11: [2, 4, 9],
2: [10],
9: [],
0: [2, 4, 8, 11],
8: [9, 6, 10, 7],
1: [8, 2, 11, 6, 4],
6: [10, 2, 8, 12],
12: [9, 3, 0, 8, 1]}","Node 5 is connected to node 3.
Node 3 is connected to nodes 4, 7, 10.
Node 4 is connected to nodes 9, 3, 0, 11.
Node 7 is connected to node 5.
Node 10 is connected to nodes 12, 8, 9.
Node 11 is connected to nodes 2, 4, 9.
Node 2 is connected to node 10.
Node 0 is connected to nodes 2, 4, 8, 11.
Node 8 is connected to nodes 9, 6, 10, 7.
Node 1 is connected to nodes 8, 2, 11, 6, 4.
Node 6 is connected to nodes 10, 2, 8, 12.
Node 12 is connected to nodes 9, 3, 0, 8, 1.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",13,38,True,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[1, 6, 12, 0, 11, 2, 10, 8, 7, 5, 3, 4, 9]",73
hamiltonian_path,"[(1, 11), (1, 4), (1, 13), (1, 10), (1, 5), (1, 9), (11, 9), (11, 7), (4, 14), (4, 6), (4, 1), (4, 3), (13, 7), (13, 0), (13, 1), (13, 14), (13, 11), (10, 6), (10, 9), (10, 0), (10, 5), (10, 8), (10, 11), (5, 2), (5, 13), (5, 4), (5, 0), (5, 6), (5, 10), (5, 7), (9, 3), (9, 2), (9, 10), (7, 8), (7, 9), (7, 6), (7, 10), (14, 8), (14, 1), (14, 12), (6, 11), (3, 4), (3, 11), (3, 8), (3, 13), (3, 0), (3, 2), (3, 10), (0, 11), (8, 2), (8, 6), (8, 7), (2, 13), (2, 11), (2, 0), (12, 5), (12, 6), (12, 8)]","{1: [11, 4, 13, 10, 5, 9],
11: [9, 7],
4: [14, 6, 1, 3],
13: [7, 0, 1, 14, 11],
10: [6, 9, 0, 5, 8, 11],
5: [2, 13, 4, 0, 6, 10, 7],
9: [3, 2, 10],
7: [8, 9, 6, 10],
14: [8, 1, 12],
6: [11],
3: [4, 11, 8, 13, 0, 2, 10],
0: [11],
8: [2, 6, 7],
2: [13, 11, 0],
12: [5, 6, 8]}","Node 1 is connected to nodes 11, 4, 13, 10, 5, 9.
Node 11 is connected to nodes 9, 7.
Node 4 is connected to nodes 14, 6, 1, 3.
Node 13 is connected to nodes 7, 0, 1, 14, 11.
Node 10 is connected to nodes 6, 9, 0, 5, 8, 11.
Node 5 is connected to nodes 2, 13, 4, 0, 6, 10, 7.
Node 9 is connected to nodes 3, 2, 10.
Node 7 is connected to nodes 8, 9, 6, 10.
Node 14 is connected to nodes 8, 1, 12.
Node 6 is connected to node 11.
Node 3 is connected to nodes 4, 11, 8, 13, 0, 2, 10.
Node 0 is connected to node 11.
Node 8 is connected to nodes 2, 6, 7.
Node 2 is connected to nodes 13, 11, 0.
Node 12 is connected to nodes 5, 6, 8.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",15,58,True,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[4, 1, 9, 3, 13, 14, 12, 5, 6, 11, 7, 10, 8, 2, 0]",74
hamiltonian_path,"[(7, 13), (7, 6), (7, 0), (7, 10), (13, 11), (13, 3), (13, 12), (13, 5), (6, 5), (6, 3), (6, 11), (6, 4), (6, 1), (6, 12), (0, 9), (0, 7), (0, 3), (0, 10), (0, 8), (0, 5), (0, 2), (0, 13), (0, 6), (10, 7), (10, 6), (10, 0), (10, 12), (11, 3), (11, 9), (11, 6), (11, 7), (11, 13), (11, 0), (11, 12), (3, 7), (3, 1), (3, 5), (3, 9), (3, 4), (3, 8), (12, 5), (12, 4), (12, 10), (12, 8), (12, 3), (5, 1), (5, 0), (5, 4), (5, 9), (5, 6), (4, 12), (4, 8), (1, 4), (1, 8), (1, 9), (9, 13), (9, 10), (9, 6), (9, 5), (9, 0), (2, 6), (2, 0), (2, 10), (8, 10), (8, 9), (8, 11)]","{7: [13, 6, 0, 10],
13: [11, 3, 12, 5],
6: [5, 3, 11, 4, 1, 12],
0: [9, 7, 3, 10, 8, 5, 2, 13, 6],
10: [7, 6, 0, 12],
11: [3, 9, 6, 7, 13, 0, 12],
3: [7, 1, 5, 9, 4, 8],
12: [5, 4, 10, 8, 3],
5: [1, 0, 4, 9, 6],
4: [12, 8],
1: [4, 8, 9],
9: [13, 10, 6, 5, 0],
2: [6, 0, 10],
8: [10, 9, 11]}","Node 7 is connected to nodes 13, 6, 0, 10.
Node 13 is connected to nodes 11, 3, 12, 5.
Node 6 is connected to nodes 5, 3, 11, 4, 1, 12.
Node 0 is connected to nodes 9, 7, 3, 10, 8, 5, 2, 13, 6.
Node 10 is connected to nodes 7, 6, 0, 12.
Node 11 is connected to nodes 3, 9, 6, 7, 13, 0, 12.
Node 3 is connected to nodes 7, 1, 5, 9, 4, 8.
Node 12 is connected to nodes 5, 4, 10, 8, 3.
Node 5 is connected to nodes 1, 0, 4, 9, 6.
Node 4 is connected to nodes 12, 8.
Node 1 is connected to nodes 4, 8, 9.
Node 9 is connected to nodes 13, 10, 6, 5, 0.
Node 2 is connected to nodes 6, 0, 10.
Node 8 is connected to nodes 10, 9, 11.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",14,66,True,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[2, 0, 7, 13, 3, 1, 9, 10, 12, 8, 11, 6, 5, 4]",75
hamiltonian_path,"[(4, 7), (4, 9), (4, 5), (4, 2), (4, 14), (7, 5), (9, 6), (5, 13), (5, 1), (2, 1), (2, 4), (14, 1), (14, 8), (1, 14), (1, 9), (1, 2), (3, 12), (3, 11), (12, 7), (11, 3), (11, 2), (6, 13), (13, 11), (13, 7), (13, 10), (13, 5), (10, 2), (10, 1), (8, 11), (0, 10)]","{4: [7, 9, 5, 2, 14],
7: [5],
9: [6],
5: [13, 1],
2: [1, 4],
14: [1, 8],
1: [14, 9, 2],
3: [12, 11],
12: [7],
11: [3, 2],
6: [13],
13: [11, 7, 10, 5],
10: [2, 1],
8: [11],
0: [10]}","Node 4 is connected to nodes 7, 9, 5, 2, 14.
Node 7 is connected to node 5.
Node 9 is connected to node 6.
Node 5 is connected to nodes 13, 1.
Node 2 is connected to nodes 1, 4.
Node 14 is connected to nodes 1, 8.
Node 1 is connected to nodes 14, 9, 2.
Node 3 is connected to nodes 12, 11.
Node 12 is connected to node 7.
Node 11 is connected to nodes 3, 2.
Node 6 is connected to node 13.
Node 13 is connected to nodes 11, 7, 10, 5.
Node 10 is connected to nodes 2, 1.
Node 8 is connected to node 11.
Node 0 is connected to node 10.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",15,30,True,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[0, 10, 2, 4, 9, 6, 13, 11, 3, 12, 7, 5, 1, 14, 8]",76
hamiltonian_path,"[(6, 2), (6, 1), (6, 8), (6, 0), (6, 3), (2, 3), (2, 4), (2, 8), (2, 7), (1, 3), (1, 8), (1, 4), (1, 7), (8, 0), (8, 7), (8, 4), (8, 5), (0, 9), (4, 9), (4, 7), (4, 5)]","{6: [2, 1, 8, 0, 3],
2: [6, 3, 4, 8, 7],
1: [6, 3, 8, 4, 7],
8: [6, 2, 0, 1, 7, 4, 5],
0: [6, 9, 8],
3: [6, 2, 1],
4: [2, 9, 8, 1, 7, 5],
7: [2, 8, 1, 4],
9: [0, 4],
5: [8, 4]}","Node 6 is connected to nodes 2, 1, 8, 0, 3.
Node 2 is connected to nodes 6, 3, 4, 8, 7.
Node 1 is connected to nodes 6, 3, 8, 4, 7.
Node 8 is connected to nodes 6, 2, 0, 1, 7, 4, 5.
Node 0 is connected to nodes 6, 9, 8.
Node 3 is connected to nodes 6, 2, 1.
Node 4 is connected to nodes 2, 9, 8, 1, 7, 5.
Node 7 is connected to nodes 2, 8, 1, 4.
Node 9 is connected to nodes 0, 4.
Node 5 is connected to nodes 8, 4.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",10,21,False,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[5, 4, 9, 0, 8, 1, 3, 6, 2, 7]",77
hamiltonian_path,"[(7, 5), (7, 11), (7, 0), (7, 8), (5, 3), (5, 6), (5, 10), (5, 9), (5, 8), (11, 1), (11, 2), (11, 3), (11, 6), (11, 0), (11, 9), (0, 10), (0, 4), (8, 7), (8, 11), (8, 6), (8, 10), (8, 3), (8, 1), (3, 5), (3, 11), (3, 2), (6, 3), (6, 7), (6, 1), (6, 2), (10, 3), (10, 9), (10, 0), (9, 0), (9, 2), (9, 3), (2, 7), (2, 3), (4, 0), (4, 7), (1, 8), (1, 2)]","{7: [5, 11, 0, 8],
5: [3, 6, 10, 9, 8],
11: [1, 2, 3, 6, 0, 9],
0: [10, 4],
8: [7, 11, 6, 10, 3, 1],
3: [5, 11, 2],
6: [3, 7, 1, 2],
10: [3, 9, 0],
9: [0, 2, 3],
2: [7, 3],
4: [0, 7],
1: [8, 2]}","Node 7 is connected to nodes 5, 11, 0, 8.
Node 5 is connected to nodes 3, 6, 10, 9, 8.
Node 11 is connected to nodes 1, 2, 3, 6, 0, 9.
Node 0 is connected to nodes 10, 4.
Node 8 is connected to nodes 7, 11, 6, 10, 3, 1.
Node 3 is connected to nodes 5, 11, 2.
Node 6 is connected to nodes 3, 7, 1, 2.
Node 10 is connected to nodes 3, 9, 0.
Node 9 is connected to nodes 0, 2, 3.
Node 2 is connected to nodes 7, 3.
Node 4 is connected to nodes 0, 7.
Node 1 is connected to nodes 8, 2.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",12,42,True,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[5, 9, 3, 2, 7, 11, 6, 1, 8, 10, 0, 4]",78
hamiltonian_path,"[(5, 7), (5, 0), (5, 2), (5, 6), (5, 8), (7, 2), (7, 6), (7, 10), (7, 8), (7, 4), (7, 1), (0, 10), (0, 7), (0, 8), (2, 5), (6, 10), (6, 3), (6, 5), (6, 1), (6, 2), (8, 1), (8, 3), (8, 9), (8, 2), (8, 7), (10, 7), (10, 4), (4, 8), (4, 9), (1, 4), (1, 2), (1, 8), (1, 3), (3, 9), (3, 5), (3, 10), (3, 1), (3, 4), (9, 0), (9, 6), (9, 3), (9, 8), (9, 2)]","{5: [7, 0, 2, 6, 8],
7: [2, 6, 10, 8, 4, 1],
0: [10, 7, 8],
2: [5],
6: [10, 3, 5, 1, 2],
8: [1, 3, 9, 2, 7],
10: [7, 4],
4: [8, 9],
1: [4, 2, 8, 3],
3: [9, 5, 10, 1, 4],
9: [0, 6, 3, 8, 2]}","Node 5 is connected to nodes 7, 0, 2, 6, 8.
Node 7 is connected to nodes 2, 6, 10, 8, 4, 1.
Node 0 is connected to nodes 10, 7, 8.
Node 2 is connected to node 5.
Node 6 is connected to nodes 10, 3, 5, 1, 2.
Node 8 is connected to nodes 1, 3, 9, 2, 7.
Node 10 is connected to nodes 7, 4.
Node 4 is connected to nodes 8, 9.
Node 1 is connected to nodes 4, 2, 8, 3.
Node 3 is connected to nodes 9, 5, 10, 1, 4.
Node 9 is connected to nodes 0, 6, 3, 8, 2.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",11,43,True,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[9, 6, 2, 5, 0, 7, 4, 8, 1, 3, 10]",79
hamiltonian_path,"[(0, 4), (0, 7), (0, 8), (0, 1), (0, 6), (0, 3), (0, 9), (4, 3), (4, 1), (4, 9), (7, 10), (7, 0), (7, 2), (8, 6), (8, 4), (8, 5), (1, 3), (1, 5), (1, 7), (1, 9), (1, 6), (1, 8), (6, 1), (6, 4), (6, 5), (6, 3), (6, 0), (6, 10), (3, 7), (3, 8), (3, 5), (3, 6), (3, 9), (9, 1), (9, 7), (9, 8), (9, 4), (5, 2), (5, 7), (5, 1), (10, 3), (10, 9), (10, 4), (10, 6), (2, 0), (2, 6), (2, 9), (2, 8)]","{0: [4, 7, 8, 1, 6, 3, 9],
4: [3, 1, 9],
7: [10, 0, 2],
8: [6, 4, 5],
1: [3, 5, 7, 9, 6, 8],
6: [1, 4, 5, 3, 0, 10],
3: [7, 8, 5, 6, 9],
9: [1, 7, 8, 4],
5: [2, 7, 1],
10: [3, 9, 4, 6],
2: [0, 6, 9, 8]}","Node 0 is connected to nodes 4, 7, 8, 1, 6, 3, 9.
Node 4 is connected to nodes 3, 1, 9.
Node 7 is connected to nodes 10, 0, 2.
Node 8 is connected to nodes 6, 4, 5.
Node 1 is connected to nodes 3, 5, 7, 9, 6, 8.
Node 6 is connected to nodes 1, 4, 5, 3, 0, 10.
Node 3 is connected to nodes 7, 8, 5, 6, 9.
Node 9 is connected to nodes 1, 7, 8, 4.
Node 5 is connected to nodes 2, 7, 1.
Node 10 is connected to nodes 3, 9, 4, 6.
Node 2 is connected to nodes 0, 6, 9, 8.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",11,48,True,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[1, 6, 10, 4, 9, 8, 5, 7, 2, 0, 3]",80
hamiltonian_path,"[(3, 10), (3, 8), (3, 2), (3, 1), (3, 0), (3, 6), (3, 5), (3, 7), (10, 4), (10, 6), (10, 8), (8, 4), (8, 1), (8, 9), (2, 9), (2, 7), (2, 6), (1, 7), (1, 2), (1, 10), (1, 0), (0, 8), (0, 3), (0, 1), (0, 6), (0, 2), (6, 5), (6, 3), (6, 10), (6, 9), (6, 8), (6, 7), (5, 7), (5, 9), (5, 6), (5, 4), (5, 2), (7, 4), (7, 5), (4, 9), (4, 8), (4, 3), (4, 2), (4, 5), (9, 10), (9, 2)]","{3: [10, 8, 2, 1, 0, 6, 5, 7],
10: [4, 6, 8],
8: [4, 1, 9],
2: [9, 7, 6],
1: [7, 2, 10, 0],
0: [8, 3, 1, 6, 2],
6: [5, 3, 10, 9, 8, 7],
5: [7, 9, 6, 4, 2],
7: [4, 5],
4: [9, 8, 3, 2, 5],
9: [10, 2]}","Node 3 is connected to nodes 10, 8, 2, 1, 0, 6, 5, 7.
Node 10 is connected to nodes 4, 6, 8.
Node 8 is connected to nodes 4, 1, 9.
Node 2 is connected to nodes 9, 7, 6.
Node 1 is connected to nodes 7, 2, 10, 0.
Node 0 is connected to nodes 8, 3, 1, 6, 2.
Node 6 is connected to nodes 5, 3, 10, 9, 8, 7.
Node 5 is connected to nodes 7, 9, 6, 4, 2.
Node 7 is connected to nodes 4, 5.
Node 4 is connected to nodes 9, 8, 3, 2, 5.
Node 9 is connected to nodes 10, 2.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",11,46,True,"Find a Hamiltonian path in this graph. A Hamiltonian path in a graph is a path that visits each node exactly once, traversing along edges, and the starting node and ending node may be different. ","[8, 1, 0, 3, 7, 5, 9, 10, 4, 2, 6]",81
