task,graph,graph_adj,graph_nl,nodes,num_nodes,num_edges,directed,question,answer,steps,choices,label,id
BFS,"[(2, 1), (2, 0), (1, 6), (1, 4), (1, 2), (0, 6), (0, 4), (6, 3), (6, 2), (6, 1), (4, 0), (4, 1), (3, 6), (3, 4), (5, 4), (5, 0), (5, 3), (5, 1), (5, 6)]","{2: [1, 0],
1: [6, 4, 2],
0: [6, 4],
6: [3, 2, 1],
4: [0, 1],
3: [6, 4],
5: [4, 0, 3, 1, 6]}","Node 2 is connected to nodes 1, 0.
Node 1 is connected to nodes 6, 4, 2.
Node 0 is connected to nodes 6, 4.
Node 6 is connected to nodes 3, 2, 1.
Node 4 is connected to nodes 0, 1.
Node 3 is connected to nodes 6, 4.
Node 5 is connected to nodes 4, 0, 3, 1, 6.","[0, 1, 2, 3, 4, 5, 6]",7,19,True,"Start from node 3, output a sequence of traversal in breadth-first search (BFS) order.","[3, 6, 4, 2, 1, 0]","Let's run breadth-first search (BFS) step by step.
Visit node 3. Unvisited neighbors of node 3 are [6, 4].
Visit node 6. Unvisited neighbors of node 6 are [2, 1].
Visit node 4. Unvisited neighbors of node 4 are [0].
Visit node 2. 
Visit node 1. 
Visit node 0. 
So the BFS traversal is ","('[[3, 6, 1, 0, 4, 2], [3, 6, 4, 2, 1, 0], [3, 6, 4, 1, 0, 2], [3, 0, 4, 6, 2, 1]]',)",1,10
BFS,"[(5, 0), (5, 3), (5, 4), (0, 4), (3, 4), (4, 2), (4, 1), (4, 6), (2, 1), (1, 6)]","{5: [0, 3, 4],
0: [5, 4],
3: [5, 4],
4: [5, 0, 3, 2, 1, 6],
2: [4, 1],
1: [4, 2, 6],
6: [4, 1]}","Node 5 is connected to nodes 0, 3, 4.
Node 0 is connected to nodes 5, 4.
Node 3 is connected to nodes 5, 4.
Node 4 is connected to nodes 5, 0, 3, 2, 1, 6.
Node 2 is connected to nodes 4, 1.
Node 1 is connected to nodes 4, 2, 6.
Node 6 is connected to nodes 4, 1.","[0, 1, 2, 3, 4, 5, 6]",7,10,False,"Start from node 4, output a sequence of traversal in breadth-first search (BFS) order.","[4, 5, 0, 3, 2, 1, 6]","Let's run breadth-first search (BFS) step by step.
Visit node 4. Unvisited neighbors of node 4 are [5, 0, 3, 2, 1, 6].
Visit node 5. 
Visit node 0. 
Visit node 3. 
Visit node 2. 
Visit node 1. 
Visit node 6. 
So the BFS traversal is ","('[[4, 2, 3, 0, 5, 1, 6], [4, 5, 0, 1, 6, 2, 3], [4, 5, 1, 6, 0, 3, 2], [4, 5, 0, 3, 2, 1, 6]]',)",3,11
BFS,"[(3, 1), (3, 0), (1, 2), (0, 2), (2, 4), (2, 5)]","{3: [1, 0],
1: [3, 2],
0: [3, 2],
2: [1, 4, 5, 0],
4: [2],
5: [2]}","Node 3 is connected to nodes 1, 0.
Node 1 is connected to nodes 3, 2.
Node 0 is connected to nodes 3, 2.
Node 2 is connected to nodes 1, 4, 5, 0.
Node 4 is connected to node 2.
Node 5 is connected to node 2.","[0, 1, 2, 3, 4, 5]",6,6,False,"Start from node 2, output a sequence of traversal in breadth-first search (BFS) order.","[2, 1, 4, 5, 0, 3]","Let's run breadth-first search (BFS) step by step.
Visit node 2. Unvisited neighbors of node 2 are [1, 4, 5, 0].
Visit node 1. Unvisited neighbors of node 1 are [3].
Visit node 4. 
Visit node 5. 
Visit node 0. 
Visit node 3. 
So the BFS traversal is ","('[[2, 5, 4, 3, 1, 0], [2, 1, 4, 0, 3, 5], [2, 1, 4, 5, 0, 3], [2, 1, 0, 3, 4, 5]]',)",2,12
BFS,"[(3, 2), (3, 5), (3, 0), (3, 4), (3, 1), (3, 6), (2, 4), (5, 1), (4, 6), (1, 6)]","{3: [2, 5, 0, 4, 1, 6],
2: [3, 4],
5: [3, 1],
0: [3],
4: [3, 2, 6],
1: [3, 5, 6],
6: [3, 1, 4]}","Node 3 is connected to nodes 2, 5, 0, 4, 1, 6.
Node 2 is connected to nodes 3, 4.
Node 5 is connected to nodes 3, 1.
Node 0 is connected to node 3.
Node 4 is connected to nodes 3, 2, 6.
Node 1 is connected to nodes 3, 5, 6.
Node 6 is connected to nodes 3, 1, 4.","[0, 1, 2, 3, 4, 5, 6]",7,10,False,"Start from node 5, output a sequence of traversal in breadth-first search (BFS) order.","[5, 3, 1, 2, 0, 4, 6]","Let's run breadth-first search (BFS) step by step.
Visit node 5. Unvisited neighbors of node 5 are [3, 1].
Visit node 3. Unvisited neighbors of node 3 are [2, 0, 4, 6].
Visit node 1. 
Visit node 2. 
Visit node 0. 
Visit node 4. 
Visit node 6. 
So the BFS traversal is ","('[[5, 3, 1, 2, 0, 4, 6], [5, 3, 1, 0, 4, 2, 6], [5, 0, 3, 4, 2, 1, 6], [5, 3, 4, 6, 1, 2, 0]]',)",0,13
BFS,"[(4, 0), (4, 3), (0, 3), (0, 2), (3, 1)]","{4: [0, 3],
0: [4, 3, 2],
3: [4, 0, 1],
2: [0],
1: [3]}","Node 4 is connected to nodes 0, 3.
Node 0 is connected to nodes 4, 3, 2.
Node 3 is connected to nodes 4, 0, 1.
Node 2 is connected to node 0.
Node 1 is connected to node 3.","[0, 1, 2, 3, 4]",5,5,False,"Start from node 0, output a sequence of traversal in breadth-first search (BFS) order.","[0, 4, 3, 2, 1]","Let's run breadth-first search (BFS) step by step.
Visit node 0. Unvisited neighbors of node 0 are [4, 3, 2].
Visit node 4. 
Visit node 3. Unvisited neighbors of node 3 are [1].
Visit node 2. 
Visit node 1. 
So the BFS traversal is ","('[[0, 4, 1, 3, 2], [0, 4, 3, 2, 1], [0, 1, 4, 3, 2], [0, 4, 2, 1, 3]]',)",1,14
BFS,"[(1, 3), (1, 0), (3, 0), (3, 2), (3, 1), (0, 4), (0, 2), (0, 1), (2, 1), (2, 3), (4, 2), (4, 1), (4, 0)]","{1: [3, 0],
3: [0, 2, 1],
0: [4, 2, 1],
2: [1, 3],
4: [2, 1, 0]}","Node 1 is connected to nodes 3, 0.
Node 3 is connected to nodes 0, 2, 1.
Node 0 is connected to nodes 4, 2, 1.
Node 2 is connected to nodes 1, 3.
Node 4 is connected to nodes 2, 1, 0.","[0, 1, 2, 3, 4]",5,13,True,"Start from node 3, output a sequence of traversal in breadth-first search (BFS) order.","[3, 0, 2, 1, 4]","Let's run breadth-first search (BFS) step by step.
Visit node 3. Unvisited neighbors of node 3 are [0, 2, 1].
Visit node 0. Unvisited neighbors of node 0 are [4].
Visit node 2. 
Visit node 1. 
Visit node 4. 
So the BFS traversal is ","('[[3, 0, 4, 2, 1], [3, 0, 2, 1, 4], [3, 0, 4, 2, 1], [3, 4, 0, 2, 1]]',)",1,15
BFS,"[(3, 2), (3, 1), (3, 0), (3, 5), (3, 4)]","{3: [2, 1, 0, 5, 4],
2: [3],
1: [3],
0: [3],
5: [3],
4: [3]}","Node 3 is connected to nodes 2, 1, 0, 5, 4.
Node 2 is connected to node 3.
Node 1 is connected to node 3.
Node 0 is connected to node 3.
Node 5 is connected to node 3.
Node 4 is connected to node 3.","[0, 1, 2, 3, 4, 5]",6,5,False,"Start from node 5, output a sequence of traversal in breadth-first search (BFS) order.","[5, 3, 2, 1, 0, 4]","Let's run breadth-first search (BFS) step by step.
Visit node 5. Unvisited neighbors of node 5 are [3].
Visit node 3. Unvisited neighbors of node 3 are [2, 1, 0, 4].
Visit node 2. 
Visit node 1. 
Visit node 0. 
Visit node 4. 
So the BFS traversal is ","('[[5, 3, 2, 1, 0, 4], [5, 3, 2, 1, 4, 0], [5, 3, 0, 4, 2, 1], [5, 3, 1, 4, 0, 2]]',)",0,16
BFS,"[(1, 4), (4, 2), (4, 3), (2, 0), (3, 0)]","{1: [4],
4: [1, 2, 3],
2: [4, 0],
3: [4, 0],
0: [2, 3]}","Node 1 is connected to node 4.
Node 4 is connected to nodes 1, 2, 3.
Node 2 is connected to nodes 4, 0.
Node 3 is connected to nodes 4, 0.
Node 0 is connected to nodes 2, 3.","[0, 1, 2, 3, 4]",5,5,False,"Start from node 4, output a sequence of traversal in breadth-first search (BFS) order.","[4, 1, 2, 3, 0]","Let's run breadth-first search (BFS) step by step.
Visit node 4. Unvisited neighbors of node 4 are [1, 2, 3].
Visit node 1. 
Visit node 2. Unvisited neighbors of node 2 are [0].
Visit node 3. 
Visit node 0. 
So the BFS traversal is ","('[[4, 1, 2, 3, 0], [4, 0, 1, 2, 3], [4, 1, 3, 2, 0], [4, 3, 2, 0, 1]]',)",0,17
BFS,"[(0, 4), (0, 1), (4, 2), (1, 2), (2, 3)]","{0: [4, 1],
4: [0, 2],
1: [0, 2],
2: [4, 3, 1],
3: [2]}","Node 0 is connected to nodes 4, 1.
Node 4 is connected to nodes 0, 2.
Node 1 is connected to nodes 0, 2.
Node 2 is connected to nodes 4, 3, 1.
Node 3 is connected to node 2.","[0, 1, 2, 3, 4]",5,5,False,"Start from node 4, output a sequence of traversal in breadth-first search (BFS) order.","[4, 0, 2, 1, 3]","Let's run breadth-first search (BFS) step by step.
Visit node 4. Unvisited neighbors of node 4 are [0, 2].
Visit node 0. Unvisited neighbors of node 0 are [1].
Visit node 2. Unvisited neighbors of node 2 are [3].
Visit node 1. 
Visit node 3. 
So the BFS traversal is ","('[[4, 0, 2, 1, 3], [4, 2, 1, 0, 3], [4, 3, 0, 2, 1], [4, 0, 3, 1, 2]]',)",0,18
BFS,"[(6, 2), (6, 3), (2, 5), (2, 1), (2, 4), (3, 4), (3, 2), (0, 4), (0, 3), (0, 1), (4, 2), (4, 3), (4, 0), (1, 3), (5, 2)]","{6: [2, 3],
2: [5, 1, 4],
3: [4, 2],
0: [4, 3, 1],
4: [2, 3, 0],
1: [3],
5: [2]}","Node 6 is connected to nodes 2, 3.
Node 2 is connected to nodes 5, 1, 4.
Node 3 is connected to nodes 4, 2.
Node 0 is connected to nodes 4, 3, 1.
Node 4 is connected to nodes 2, 3, 0.
Node 1 is connected to node 3.
Node 5 is connected to node 2.","[0, 1, 2, 3, 4, 5, 6]",7,15,True,"Start from node 5, output a sequence of traversal in breadth-first search (BFS) order.","[5, 2, 1, 4, 3, 0]","Let's run breadth-first search (BFS) step by step.
Visit node 5. Unvisited neighbors of node 5 are [2].
Visit node 2. Unvisited neighbors of node 2 are [1, 4].
Visit node 1. Unvisited neighbors of node 1 are [3].
Visit node 4. Unvisited neighbors of node 4 are [0].
Visit node 3. 
Visit node 0. 
So the BFS traversal is ","('[[5, 4, 0, 1, 2, 3], [5, 2, 1, 4, 3, 0], [5, 2, 3, 0, 1, 4], [5, 2, 1, 4, 0, 3]]',)",1,19
BFS,"[(4, 0), (4, 1), (4, 3), (4, 2)]","{4: [0, 1, 3, 2],
0: [4],
1: [4],
3: [4],
2: [4]}","Node 4 is connected to nodes 0, 1, 3, 2.
Node 0 is connected to node 4.
Node 1 is connected to node 4.
Node 3 is connected to node 4.
Node 2 is connected to node 4.","[0, 1, 2, 3, 4]",5,4,False,"Start from node 2, output a sequence of traversal in breadth-first search (BFS) order.","[2, 4, 0, 1, 3]","Let's run breadth-first search (BFS) step by step.
Visit node 2. Unvisited neighbors of node 2 are [4].
Visit node 4. Unvisited neighbors of node 4 are [0, 1, 3].
Visit node 0. 
Visit node 1. 
Visit node 3. 
So the BFS traversal is ","('[[2, 3, 4, 0, 1], [2, 4, 0, 1, 3], [2, 3, 0, 4, 1], [2, 4, 0, 3, 1]]',)",1,20
BFS,"[(5, 2), (5, 0), (5, 1), (2, 4), (0, 4), (0, 6), (0, 5), (1, 0), (4, 3), (4, 6), (4, 1), (4, 2), (4, 0), (6, 1), (6, 5), (6, 2), (6, 4), (3, 6), (3, 1), (3, 5), (3, 0), (3, 4)]","{5: [2, 0, 1],
2: [4],
0: [4, 6, 5],
1: [0],
4: [3, 6, 1, 2, 0],
6: [1, 5, 2, 4],
3: [6, 1, 5, 0, 4]}","Node 5 is connected to nodes 2, 0, 1.
Node 2 is connected to node 4.
Node 0 is connected to nodes 4, 6, 5.
Node 1 is connected to node 0.
Node 4 is connected to nodes 3, 6, 1, 2, 0.
Node 6 is connected to nodes 1, 5, 2, 4.
Node 3 is connected to nodes 6, 1, 5, 0, 4.","[0, 1, 2, 3, 4, 5, 6]",7,22,True,"Start from node 5, output a sequence of traversal in breadth-first search (BFS) order.","[5, 2, 0, 1, 4, 6, 3]","Let's run breadth-first search (BFS) step by step.
Visit node 5. Unvisited neighbors of node 5 are [2, 0, 1].
Visit node 2. Unvisited neighbors of node 2 are [4].
Visit node 0. Unvisited neighbors of node 0 are [6].
Visit node 1. 
Visit node 4. Unvisited neighbors of node 4 are [3].
Visit node 6. 
Visit node 3. 
So the BFS traversal is ","('[[5, 2, 6, 3, 0, 1, 4], [5, 2, 0, 3, 6, 4, 1], [5, 2, 0, 1, 4, 6, 3], [5, 4, 2, 3, 1, 0, 6]]',)",2,21
BFS,"[(3, 2), (3, 1), (2, 4), (2, 1), (1, 3), (1, 0), (1, 4), (0, 1), (4, 1), (4, 2)]","{3: [2, 1],
2: [4, 1],
1: [3, 0, 4],
0: [1],
4: [1, 2]}","Node 3 is connected to nodes 2, 1.
Node 2 is connected to nodes 4, 1.
Node 1 is connected to nodes 3, 0, 4.
Node 0 is connected to node 1.
Node 4 is connected to nodes 1, 2.","[0, 1, 2, 3, 4]",5,10,True,"Start from node 2, output a sequence of traversal in breadth-first search (BFS) order.","[2, 4, 1, 3, 0]","Let's run breadth-first search (BFS) step by step.
Visit node 2. Unvisited neighbors of node 2 are [4, 1].
Visit node 4. 
Visit node 1. Unvisited neighbors of node 1 are [3, 0].
Visit node 3. 
Visit node 0. 
So the BFS traversal is ","('[[2, 0, 4, 1, 3], [2, 0, 4, 1, 3], [2, 4, 1, 0, 3], [2, 4, 1, 3, 0]]',)",3,22
BFS,"[(3, 4), (3, 5), (5, 0), (5, 1), (5, 2)]","{3: [4, 5],
4: [3],
5: [3, 0, 1, 2],
0: [5],
1: [5],
2: [5]}","Node 3 is connected to nodes 4, 5.
Node 4 is connected to node 3.
Node 5 is connected to nodes 3, 0, 1, 2.
Node 0 is connected to node 5.
Node 1 is connected to node 5.
Node 2 is connected to node 5.","[0, 1, 2, 3, 4, 5]",6,5,False,"Start from node 3, output a sequence of traversal in breadth-first search (BFS) order.","[3, 4, 5, 0, 1, 2]","Let's run breadth-first search (BFS) step by step.
Visit node 3. Unvisited neighbors of node 3 are [4, 5].
Visit node 4. 
Visit node 5. Unvisited neighbors of node 5 are [0, 1, 2].
Visit node 0. 
Visit node 1. 
Visit node 2. 
So the BFS traversal is ","('[[3, 4, 5, 2, 1, 0], [3, 4, 5, 0, 1, 2], [3, 0, 4, 1, 2, 5], [3, 4, 1, 2, 5, 0]]',)",1,23
BFS,"[(0, 4), (4, 0), (4, 1), (3, 1), (3, 5), (3, 2), (3, 0), (1, 2), (1, 0), (1, 3), (5, 3), (5, 4), (2, 3), (2, 1), (2, 4)]","{0: [4],
4: [0, 1],
3: [1, 5, 2, 0],
1: [2, 0, 3],
5: [3, 4],
2: [3, 1, 4]}","Node 0 is connected to node 4.
Node 4 is connected to nodes 0, 1.
Node 3 is connected to nodes 1, 5, 2, 0.
Node 1 is connected to nodes 2, 0, 3.
Node 5 is connected to nodes 3, 4.
Node 2 is connected to nodes 3, 1, 4.","[0, 1, 2, 3, 4, 5]",6,15,True,"Start from node 4, output a sequence of traversal in breadth-first search (BFS) order.","[4, 0, 1, 2, 3, 5]","Let's run breadth-first search (BFS) step by step.
Visit node 4. Unvisited neighbors of node 4 are [0, 1].
Visit node 0. 
Visit node 1. Unvisited neighbors of node 1 are [2, 3].
Visit node 2. 
Visit node 3. Unvisited neighbors of node 3 are [5].
Visit node 5. 
So the BFS traversal is ","('[[4, 0, 3, 5, 1, 2], [4, 0, 1, 2, 3, 5], [4, 5, 0, 1, 2, 3], [4, 0, 1, 3, 5, 2]]',)",1,24
